Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin,Days_Rest_Home,Days_Rest_Away,home_win,implied_home_prob_vig,implied_away_prob_vig,vig,market_home_prob
2007-11-20,Dallas Mavericks,Toronto Raptors,196.5,9.5,-425.0,355.0,204,6,3,2,1,0.8095238095238095,0.21978021978021978,0.0293040293040292,0.7864768683274023
2007-11-20,Sacramento Kings,Phoenix Suns,212.0,6.5,280.0,-330.0,198,-2,2,3,0,0.2631578947368421,0.7674418604651163,0.030599755201958345,0.25534441805225655
2007-11-20,Denver Nuggets,Chicago Bulls,203.5,6.0,-450.0,370.0,203,21,3,2,1,0.8181818181818182,0.2127659574468085,0.030947775628626717,0.7936210131332083
2007-11-20,New York Knicks,Golden State Warriors,219.0,0.0,100.0,-120.0,190,-26,3,2,0,0.5,0.5454545454545454,0.045454545454545414,0.4782608695652174
2007-11-20,Washington Wizards,Philadelphia 76ers,191.0,6.0,-230.0,190.0,217,15,3,4,1,0.696969696969697,0.3448275862068966,0.04179728317659359,0.6690070210631895
2007-11-20,Indiana Pacers,Los Angeles Lakers,207.0,2.0,105.0,-125.0,248,-20,3,2,0,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675
2007-11-20,Cleveland Cavaliers,Milwaukee Bucks,194.5,6.5,-290.0,240.0,218,-4,4,3,0,0.7435897435897436,0.29411764705882354,0.03770739064856721,0.7165697674418604
2007-11-20,Atlanta Hawks,San Antonio Spurs,190.5,5.5,210.0,-250.0,178,-12,3,4,0,0.3225806451612903,0.7142857142857143,0.03686635944700467,0.31111111111111106
2007-11-21,Detroit Pistons,New York Knicks,191.5,11.0,-800.0,600.0,184,12,3,1,1,0.8888888888888888,0.14285714285714285,0.03174603174603163,0.8615384615384616
2007-11-21,Portland Trail Blazers,New Jersey Nets,181.0,5.0,-155.0,135.0,207,-5,2,2,0,0.6078431372549019,0.425531914893617,0.03337505214851899,0.5882115462252725
2007-11-21,Phoenix Suns,Sacramento Kings,218.5,13.0,-1600.0,1000.0,238,16,1,1,1,0.9411764705882353,0.09090909090909091,0.03208556149732611,0.9119170984455959
2007-11-21,Los Angeles Clippers,Denver Nuggets,206.0,3.5,260.0,-310.0,191,11,4,1,1,0.2777777777777778,0.7560975609756098,0.03387533875338766,0.26867627785058973
2007-11-21,San Antonio Spurs,Orlando Magic,190.5,6.0,-265.0,225.0,238,18,1,2,1,0.726027397260274,0.3076923076923077,0.0337197049525817,0.7023445463812437
2007-11-21,Milwaukee Bucks,Los Angeles Lakers,203.0,0.0,115.0,-135.0,213,7,1,1,1,0.46511627906976744,0.574468085106383,0.03958436417615041,0.447405997144217
2007-11-21,Houston Rockets,Dallas Mavericks,193.5,1.5,-140.0,120.0,194,-6,4,1,0,0.5833333333333334,0.45454545454545453,0.037878787878787845,0.562043795620438
2007-11-21,Memphis Grizzlies,Toronto Raptors,212.0,1.0,-175.0,155.0,184,-6,2,1,0,0.6363636363636364,0.39215686274509803,0.028520499108734443,0.6187175043327556
2007-11-21,New Orleans Pelicans,Indiana Pacers,196.0,7.0,-325.0,275.0,198,-12,2,1,0,0.7647058823529411,0.26666666666666666,0.03137254901960773,0.7414448669201521
2007-11-21,Miami Heat,Atlanta Hawks,190.0,7.5,-430.0,360.0,161,-3,4,1,0,0.8113207547169812,0.21739130434782608,0.028712059064807338,0.7886762360446571
2007-11-21,Boston Celtics,Golden State Warriors,214.0,9.0,-820.0,620.0,187,23,3,1,1,0.8913043478260869,0.1388888888888889,0.030193236714975757,0.8651817116060961
2007-11-21,Charlotte Bobcats,Washington Wizards,192.0,4.5,-300.0,250.0,225,-3,2,1,0,0.75,0.2857142857142857,0.03571428571428559,0.7241379310344829
2007-11-21,Minnesota Timberwolves,Cleveland Cavaliers,193.0,4.5,190.0,-230.0,183,-11,4,1,0,0.3448275862068966,0.696969696969697,0.04179728317659359,0.33099297893681046
2007-11-23,Portland Trail Blazers,Sacramento Kings,199.5,5.0,-200.0,170.0,171,3,2,2,1,0.6666666666666666,0.37037037037037035,0.03703703703703698,0.6428571428571429
2007-11-23,Utah Jazz,New Orleans Pelicans,198.0,6.0,-300.0,250.0,170,28,4,2,1,0.75,0.2857142857142857,0.03571428571428559,0.7241379310344829
2007-11-23,Phoenix Suns,Los Angeles Clippers,210.5,13.0,-1650.0,1250.0,207,19,2,2,1,0.9428571428571428,0.07407407407407407,0.01693121693121702,0.9271592091571279
2007-11-23,Denver Nuggets,Minnesota Timberwolves,203.5,13.5,-1900.0,1500.0,192,6,2,2,1,0.95,0.0625,0.012499999999999956,0.9382716049382716
2007-11-23,San Antonio Spurs,Memphis Grizzlies,203.5,12.0,-900.0,650.0,189,13,2,2,1,0.9,0.13333333333333333,0.03333333333333344,0.8709677419354838
2007-11-23,Detroit Pistons,Philadelphia 76ers,186.5,10.0,-600.0,450.0,161,5,2,3,1,0.8571428571428571,0.18181818181818182,0.03896103896103886,0.8250000000000001
2007-11-23,Indiana Pacers,Dallas Mavericks,206.0,7.5,280.0,-340.0,218,4,2,2,1,0.2631578947368421,0.7727272727272727,0.03588516746411474,0.2540415704387991
2007-11-23,Boston Celtics,Los Angeles Lakers,202.0,7.5,-360.0,300.0,201,13,2,2,1,0.782608695652174,0.25,0.032608695652173836,0.7578947368421054
2007-11-23,Orlando Magic,Charlotte Bobcats,195.5,9.5,-500.0,400.0,197,13,2,2,1,0.8333333333333334,0.2,0.03333333333333344,0.8064516129032258
2007-11-23,Washington Wizards,Golden State Warriors,216.5,0.0,115.0,-135.0,238,-8,2,2,0,0.46511627906976744,0.574468085106383,0.03958436417615041,0.447405997144217
2007-11-23,Seattle SuperSonics,New Jersey Nets,195.5,3.0,140.0,-160.0,191,-5,4,2,0,0.4166666666666667,0.6153846153846154,0.03205128205128216,0.40372670807453415
2007-11-23,Miami Heat,Houston Rockets,179.5,2.0,145.0,-165.0,189,7,2,2,1,0.40816326530612246,0.6226415094339622,0.030804774740084806,0.39596563317146055
2007-11-24,Houston Rockets,Denver Nuggets,200.5,5.0,-250.0,210.0,190,28,1,1,1,0.7142857142857143,0.3225806451612903,0.03686635944700467,0.6888888888888889
2007-11-24,Memphis Grizzlies,Washington Wizards,216.0,6.0,-230.0,190.0,242,6,1,1,1,0.696969696969697,0.3448275862068966,0.04179728317659359,0.6690070210631895
2007-11-24,Los Angeles Clippers,New Orleans Pelicans,188.0,2.0,130.0,-150.0,187,-9,1,1,0,0.43478260869565216,0.6,0.034782608695652195,0.42016806722689076
2007-11-24,Milwaukee Bucks,Dallas Mavericks,203.0,3.5,155.0,-175.0,192,2,3,1,1,0.39215686274509803,0.6363636363636364,0.028520499108734443,0.38128249566724437
2007-11-24,Minnesota Timberwolves,Atlanta Hawks,192.0,3.5,165.0,-195.0,181,-7,1,3,0,0.37735849056603776,0.6610169491525424,0.03837543971858004,0.36341238065906994
2007-11-24,Orlando Magic,Miami Heat,181.0,7.5,-275.0,235.0,219,21,1,1,1,0.7333333333333333,0.29850746268656714,0.03184079601990053,0.7107039537126325
2007-11-24,Philadelphia 76ers,Golden State Warriors,205.0,2.0,145.0,-165.0,198,-2,1,1,0,0.40816326530612246,0.6226415094339622,0.030804774740084806,0.39596563317146055
2007-11-24,Charlotte Bobcats,Boston Celtics,186.0,6.0,280.0,-330.0,191,-1,1,1,0,0.2631578947368421,0.7674418604651163,0.030599755201958345,0.25534441805225655
2007-11-24,New York Knicks,Chicago Bulls,190.0,3.0,120.0,-140.0,163,7,3,4,1,0.45454545454545453,0.5833333333333334,0.037878787878787845,0.43795620437956206
2007-11-24,Cleveland Cavaliers,Toronto Raptors,197.0,5.5,-200.0,170.0,219,3,3,3,1,0.6666666666666666,0.37037037037037035,0.03703703703703698,0.6428571428571429
2007-11-25,Toronto Raptors,Chicago Bulls,184.0,4.0,-205.0,175.0,171,15,1,1,1,0.6721311475409836,0.36363636363636365,0.03576751117734722,0.6489208633093525
2007-11-25,Detroit Pistons,Utah Jazz,190.0,2.0,100.0,-120.0,196,-10,2,2,0,0.5,0.5454545454545454,0.045454545454545414,0.4782608695652174
2007-11-25,Indiana Pacers,Cleveland Cavaliers,201.5,2.0,-130.0,110.0,217,-5,2,1,0,0.5652173913043478,0.47619047619047616,0.04140786749482395,0.5427435387673957
2007-11-25,Seattle SuperSonics,San Antonio Spurs,198.5,9.0,475.0,-600.0,217,-15,2,2,0,0.17391304347826086,0.8571428571428571,0.03105590062111796,0.16867469879518074
2007-11-25,Los Angeles Lakers,New Jersey Nets,196.0,6.5,-290.0,240.0,202,-2,2,2,0,0.7435897435897436,0.29411764705882354,0.03770739064856721,0.7165697674418604
2007-11-26,Golden State Warriors,Phoenix Suns,228.0,4.5,170.0,-200.0,243,15,2,3,1,0.37037037037037035,0.6666666666666666,0.03703703703703698,0.35714285714285715
2007-11-26,Los Angeles Clippers,Houston Rockets,185.5,5.5,235.0,-275.0,159,-17,2,2,0,0.29850746268656714,0.7333333333333333,0.03184079601990053,0.2892960462873674
2007-11-26,Portland Trail Blazers,Orlando Magic,197.0,4.0,185.0,-215.0,159,-11,3,2,0,0.3508771929824561,0.6825396825396826,0.03341687552213868,0.3395311236863379
2007-11-26,New York Knicks,Utah Jazz,198.0,6.0,200.0,-240.0,222,4,2,1,1,0.3333333333333333,0.7058823529411765,0.03921568627450989,0.32075471698113206
2007-11-26,Dallas Mavericks,Washington Wizards,209.5,12.0,-1100.0,750.0,208,-12,2,2,0,0.9166666666666666,0.11764705882352941,0.034313725490195957,0.8862559241706162
2007-11-26,New Orleans Pelicans,Minnesota Timberwolves,183.5,11.0,-800.0,600.0,197,-9,2,2,0,0.8888888888888888,0.14285714285714285,0.03174603174603163,0.8615384615384616
2007-11-26,Sacramento Kings,San Antonio Spurs,193.0,6.5,220.0,-260.0,211,13,3,1,1,0.3125,0.7222222222222222,0.03472222222222232,0.3020134228187919
2007-11-27,Denver Nuggets,Indiana Pacers,216.5,9.0,-355.0,295.0,222,-2,3,2,0,0.7802197802197802,0.25316455696202533,0.033384337181805446,0.7550141337999732
2007-11-27,Los Angeles Lakers,Seattle SuperSonics,216.0,11.5,-900.0,650.0,205,7,2,2,1,0.9,0.13333333333333333,0.03333333333333344,0.8709677419354838
2007-11-27,Milwaukee Bucks,Philadelphia 76ers,185.5,8.0,-265.0,225.0,213,-15,3,3,0,0.726027397260274,0.3076923076923077,0.0337197049525817,0.7023445463812437
2007-11-27,Chicago Bulls,Atlanta Hawks,181.5,4.0,-230.0,190.0,168,12,2,3,1,0.696969696969697,0.3448275862068966,0.04179728317659359,0.6690070210631895
2007-11-27,Miami Heat,Charlotte Bobcats,188.0,7.0,-365.0,305.0,200,20,3,3,1,0.7849462365591398,0.24691358024691357,0.03185981680605332,0.7607101505210343
2007-11-27,New Jersey Nets,Memphis Grizzlies,204.5,5.0,-240.0,200.0,213,-7,2,3,0,0.7058823529411765,0.3333333333333333,0.03921568627450989,0.6792452830188679
2007-11-27,Cleveland Cavaliers,Boston Celtics,193.5,3.5,145.0,-165.0,213,5,2,3,1,0.40816326530612246,0.6226415094339622,0.030804774740084806,0.39596563317146055
2007-11-28,Sacramento Kings,Golden State Warriors,220.0,1.0,105.0,-125.0,199,-7,2,2,0,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675
2007-11-28,Seattle SuperSonics,Orlando Magic,211.0,8.5,315.0,-375.0,204,-16,1,2,0,0.24096385542168675,0.7894736842105263,0.030437539632213184,0.23384615384615381
2007-11-28,Portland Trail Blazers,Indiana Pacers,203.5,4.0,-190.0,160.0,184,-6,2,1,0,0.6551724137931034,0.38461538461538464,0.039787798408488007,0.6301020408163266
2007-11-28,Phoenix Suns,Houston Rockets,204.5,6.0,-190.0,160.0,194,-6,2,2,0,0.6551724137931034,0.38461538461538464,0.039787798408488007,0.6301020408163266
2007-11-28,San Antonio Spurs,Washington Wizards,203.5,12.0,-1100.0,750.0,203,15,2,2,1,0.9166666666666666,0.11764705882352941,0.034313725490195957,0.8862559241706162
2007-11-28,Detroit Pistons,Cleveland Cavaliers,191.0,8.5,-400.0,330.0,183,35,3,1,1,0.8,0.23255813953488372,0.032558139534883734,0.7747747747747749
2007-11-28,Atlanta Hawks,Milwaukee Bucks,195.0,2.5,-170.0,150.0,176,16,1,1,1,0.6296296296296297,0.4,0.029629629629629672,0.6115107913669064
2007-11-28,Philadelphia 76ers,Utah Jazz,188.5,7.5,220.0,-260.0,201,-11,1,2,0,0.3125,0.7222222222222222,0.03472222222222232,0.3020134228187919
2007-11-28,Toronto Raptors,Memphis Grizzlies,207.5,8.0,-300.0,250.0,194,12,3,1,1,0.75,0.2857142857142857,0.03571428571428559,0.7241379310344829
2007-11-28,Dallas Mavericks,Minnesota Timberwolves,197.0,14.0,-1700.0,1050.0,212,6,2,2,1,0.9444444444444444,0.08695652173913043,0.0314009661835748,0.9156908665105387
2007-11-29,Golden State Warriors,Houston Rockets,208.0,0.0,110.0,-130.0,207,19,1,1,1,0.47619047619047616,0.5652173913043478,0.04140786749482395,0.4572564612326044
2007-11-29,Boston Celtics,New York Knicks,187.5,13.0,-1000.0,700.0,163,45,2,3,1,0.9090909090909091,0.125,0.03409090909090917,0.879120879120879
2007-11-29,Los Angeles Lakers,Denver Nuggets,217.0,5.0,-230.0,190.0,226,28,2,2,1,0.696969696969697,0.3448275862068966,0.04179728317659359,0.6690070210631895
2007-11-30,Utah Jazz,Los Angeles Lakers,212.5,8.0,-230.0,190.0,216,24,2,1,1,0.696969696969697,0.3448275862068966,0.04179728317659359,0.6690070210631895
2007-11-30,Denver Nuggets,Los Angeles Clippers,205.5,9.5,-500.0,400.0,230,16,1,4,1,0.8333333333333334,0.2,0.03333333333333344,0.8064516129032258
2007-11-30,Dallas Mavericks,Portland Trail Blazers,197.5,12.5,-1300.0,850.0,171,11,2,2,1,0.9285714285714286,0.10526315789473684,0.03383458646616555,0.8981818181818181
2007-11-30,Seattle SuperSonics,Indiana Pacers,213.5,2.5,105.0,-125.0,188,2,2,2,1,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675
2007-11-30,Miami Heat,Boston Celtics,188.5,2.5,125.0,-145.0,180,-10,3,1,0,0.4444444444444444,0.5918367346938775,0.03628117913832196,0.42888402625820565
2007-11-30,Phoenix Suns,Orlando Magic,212.5,5.0,-230.0,190.0,216,4,2,2,1,0.696969696969697,0.3448275862068966,0.04179728317659359,0.6690070210631895
2007-11-30,New York Knicks,Milwaukee Bucks,193.0,0.0,100.0,-120.0,179,3,1,2,1,0.5,0.5454545454545454,0.045454545454545414,0.4782608695652174
2007-11-30,Philadelphia 76ers,Washington Wizards,196.5,1.0,-145.0,125.0,169,1,2,2,1,0.5918367346938775,0.4444444444444444,0.03628117913832196,0.5711159737417943
2007-11-30,Toronto Raptors,Cleveland Cavaliers,195.0,3.5,-275.0,235.0,173,9,2,2,1,0.7333333333333333,0.29850746268656714,0.03184079601990053,0.7107039537126325
2007-11-30,Minnesota Timberwolves,San Antonio Spurs,193.0,9.5,475.0,-600.0,197,-15,2,2,0,0.17391304347826086,0.8571428571428571,0.03105590062111796,0.16867469879518074
2007-11-30,Atlanta Hawks,New Orleans Pelicans,187.0,1.0,100.0,-120.0,178,-6,2,4,0,0.5,0.5454545454545454,0.045454545454545414,0.4782608695652174
2007-12-01,Sacramento Kings,Houston Rockets,194.5,4.5,220.0,-260.0,206,8,3,2,1,0.3125,0.7222222222222222,0.03472222222222232,0.3020134228187919
2007-12-01,Milwaukee Bucks,Detroit Pistons,195.5,2.5,190.0,-230.0,208,-26,1,3,0,0.3448275862068966,0.696969696969697,0.04179728317659359,0.33099297893681046
2007-12-01,New Orleans Pelicans,Dallas Mavericks,195.5,3.0,130.0,-150.0,220,4,1,1,1,0.43478260869565216,0.6,0.034782608695652195,0.42016806722689076
2007-12-01,Chicago Bulls,Charlotte Bobcats,181.0,5.5,-325.0,275.0,206,16,4,4,1,0.7647058823529411,0.26666666666666666,0.03137254901960773,0.7414448669201521
2007-12-01,New Jersey Nets,Philadelphia 76ers,184.5,8.0,-350.0,290.0,186,2,4,1,1,0.7777777777777778,0.2564102564102564,0.03418803418803407,0.7520661157024794
2007-12-01,Washington Wizards,Toronto Raptors,198.0,1.0,-155.0,135.0,198,4,1,1,1,0.6078431372549019,0.425531914893617,0.03337505214851899,0.5882115462252725
2007-12-01,Memphis Grizzlies,Minnesota Timberwolves,210.0,9.0,-450.0,370.0,189,29,3,1,1,0.8181818181818182,0.2127659574468085,0.030947775628626717,0.7936210131332083
2007-12-02,Los Angeles Clippers,Indiana Pacers,202.0,1.5,-110.0,-110.0,196,-6,2,2,0,0.5238095238095238,0.5238095238095238,0.04761904761904767,0.5
2007-12-02,San Antonio Spurs,Portland Trail Blazers,186.5,15.0,-1500.0,950.0,179,21,2,2,1,0.9375,0.09523809523809523,0.032738095238095344,0.9077809798270893
2007-12-02,Detroit Pistons,New Jersey Nets,181.5,8.0,-355.0,295.0,213,23,1,1,1,0.7802197802197802,0.25316455696202533,0.033384337181805446,0.7550141337999732
2007-12-02,New York Knicks,Phoenix Suns,204.5,9.0,330.0,-400.0,219,-11,2,2,0,0.23255813953488372,0.8,0.032558139534883734,0.22522522522522523
2007-12-02,Denver Nuggets,Miami Heat,199.0,6.0,-215.0,185.0,204,26,2,2,1,0.6825396825396826,0.3508771929824561,0.03341687552213868,0.6604688763136621
2007-12-02,Seattle SuperSonics,Golden State Warriors,220.0,6.0,220.0,-260.0,205,-13,2,3,0,0.3125,0.7222222222222222,0.03472222222222232,0.3020134228187919
2007-12-02,Los Angeles Lakers,Orlando Magic,211.0,1.5,-115.0,-105.0,201,-7,2,2,0,0.5348837209302325,0.5121951219512195,0.04707884288145214,0.5108342361863488
2007-12-02,Boston Celtics,Cleveland Cavaliers,185.0,10.5,-2800.0,1400.0,150,10,2,2,1,0.9655172413793104,0.06666666666666667,0.03218390804597715,0.9354120267260578
2007-12-03,Utah Jazz,Miami Heat,194.0,9.0,-600.0,475.0,211,9,3,1,1,0.8571428571428571,0.17391304347826086,0.03105590062111796,0.8313253012048193
2007-12-03,Golden State Warriors,Orlando Magic,219.0,1.0,-170.0,150.0,240,-6,1,1,0,0.6296296296296297,0.4,0.029629629629629672,0.6115107913669064
2007-12-03,Chicago Bulls,Dallas Mavericks,188.5,3.0,140.0,-160.0,201,-5,2,2,0,0.4166666666666667,0.6153846153846154,0.03205128205128216,0.40372670807453415
2007-12-03,Toronto Raptors,Charlotte Bobcats,189.0,5.0,-175.0,155.0,177,19,2,2,1,0.6363636363636364,0.39215686274509803,0.028520499108734443,0.6187175043327556
2007-12-03,Philadelphia 76ers,Atlanta Hawks,179.0,1.5,-155.0,135.0,167,-9,2,3,0,0.6078431372549019,0.425531914893617,0.03337505214851899,0.5882115462252725
2007-12-03,Memphis Grizzlies,Portland Trail Blazers,204.5,8.5,-425.0,355.0,211,-1,2,1,0,0.8095238095238095,0.21978021978021978,0.0293040293040292,0.7864768683274023
2007-12-04,Cleveland Cavaliers,New Jersey Nets,190.0,5.0,-155.0,135.0,179,-21,2,2,0,0.6078431372549019,0.425531914893617,0.03337505214851899,0.5882115462252725
2007-12-04,Atlanta Hawks,Detroit Pistons,186.0,5.0,200.0,-240.0,201,-11,1,2,0,0.3333333333333333,0.7058823529411765,0.03921568627450989,0.32075471698113206
2007-12-04,Indiana Pacers,Phoenix Suns,219.0,6.5,210.0,-250.0,238,-4,2,2,0,0.3225806451612903,0.7142857142857143,0.03686635944700467,0.31111111111111106
2007-12-04,Minnesota Timberwolves,Los Angeles Lakers,203.0,7.5,290.0,-350.0,211,-21,3,2,0,0.2564102564102564,0.7777777777777778,0.03418803418803407,0.24793388429752067
2007-12-04,Sacramento Kings,Utah Jazz,207.0,4.5,125.0,-145.0,224,10,3,1,1,0.4444444444444444,0.5918367346938775,0.03628117913832196,0.42888402625820565
2007-12-04,Los Angeles Clippers,Milwaukee Bucks,193.0,2.0,-130.0,110.0,165,-9,2,3,0,0.5652173913043478,0.47619047619047616,0.04140786749482395,0.5427435387673957
2007-12-05,Golden State Warriors,Milwaukee Bucks,219.0,9.0,-625.0,500.0,210,30,2,1,1,0.8620689655172413,0.16666666666666666,0.028735632183908066,0.8379888268156424
2007-12-05,Seattle SuperSonics,Los Angeles Clippers,198.5,3.0,-175.0,155.0,183,7,3,1,1,0.6363636363636364,0.39215686274509803,0.028520499108734443,0.6187175043327556
2007-12-05,Denver Nuggets,Los Angeles Lakers,221.5,7.0,-375.0,315.0,218,-4,3,1,0,0.7894736842105263,0.24096385542168675,0.030437539632213184,0.7661538461538461
2007-12-05,Houston Rockets,Memphis Grizzlies,202.0,9.5,-625.0,500.0,197,13,4,2,1,0.8620689655172413,0.16666666666666666,0.028735632183908066,0.8379888268156424
2007-12-05,San Antonio Spurs,Dallas Mavericks,191.0,0.0,120.0,-140.0,192,2,3,2,1,0.45454545454545453,0.5833333333333334,0.037878787878787845,0.43795620437956206
2007-12-05,Charlotte Bobcats,Chicago Bulls,184.0,2.5,100.0,-120.0,173,-9,2,2,0,0.5,0.5454545454545454,0.045454545454545414,0.4782608695652174
2007-12-05,New Jersey Nets,New York Knicks,183.0,6.5,-215.0,185.0,193,-7,1,3,0,0.6825396825396826,0.3508771929824561,0.03341687552213868,0.6604688763136621
2007-12-05,Toronto Raptors,Phoenix Suns,207.0,6.5,275.0,-325.0,259,-13,2,1,0,0.26666666666666666,0.7647058823529411,0.03137254901960773,0.25855513307984795
2007-12-05,Washington Wizards,Cleveland Cavaliers,188.0,9.5,-550.0,450.0,191,19,4,1,1,0.8461538461538461,0.18181818181818182,0.027972027972027913,0.8231292517006803
2007-12-05,Philadelphia 76ers,Boston Celtics,182.5,9.0,450.0,-550.0,216,-10,2,3,0,0.18181818181818182,0.8461538461538461,0.027972027972027913,0.17687074829931973
2007-12-05,New Orleans Pelicans,Detroit Pistons,189.0,1.0,-120.0,100.0,167,-15,4,1,0,0.5454545454545454,0.5,0.045454545454545414,0.5217391304347826
2007-12-06,Portland Trail Blazers,Miami Heat,187.5,1.0,125.0,-145.0,218,6,3,3,1,0.4444444444444444,0.5918367346938775,0.03628117913832196,0.42888402625820565
2007-12-06,Atlanta Hawks,Minnesota Timberwolves,191.0,9.5,-450.0,370.0,179,1,2,2,1,0.8181818181818182,0.2127659574468085,0.030947775628626717,0.7936210131332083
2007-12-06,Dallas Mavericks,Denver Nuggets,213.5,7.0,-400.0,330.0,231,-13,1,1,0,0.8,0.23255813953488372,0.032558139534883734,0.7747747747747749
2007-12-07,Sacramento Kings,Los Angeles Clippers,195.0,5.0,-230.0,190.0,184,-10,3,2,0,0.696969696969697,0.3448275862068966,0.04179728317659359,0.6690070210631895
2007-12-07,Detroit Pistons,Chicago Bulls,182.5,8.5,-350.0,290.0,189,-7,2,2,0,0.7777777777777778,0.2564102564102564,0.03418803418803407,0.7520661157024794
2007-12-07,Seattle SuperSonics,Milwaukee Bucks,200.5,1.0,-110.0,-110.0,202,6,2,2,1,0.5238095238095238,0.5238095238095238,0.04761904761904767,0.5
2007-12-07,San Antonio Spurs,Utah Jazz,199.0,1.0,-105.0,-115.0,202,6,2,3,1,0.5121951219512195,0.5348837209302325,0.04707884288145214,0.4891657638136511
2007-12-07,Golden State Warriors,Miami Heat,208.5,8.0,-450.0,370.0,233,7,2,1,1,0.8181818181818182,0.2127659574468085,0.030947775628626717,0.7936210131332083
2007-12-07,New Orleans Pelicans,Memphis Grizzlies,200.0,6.5,-290.0,240.0,234,2,2,2,1,0.7435897435897436,0.29411764705882354,0.03770739064856721,0.7165697674418604
2007-12-07,Washington Wizards,Phoenix Suns,224.0,6.5,230.0,-270.0,229,-15,2,2,0,0.30303030303030304,0.7297297297297297,0.03276003276003281,0.2934179222839017
2007-12-07,Boston Celtics,Toronto Raptors,185.0,10.5,-1300.0,850.0,196,28,2,2,1,0.9285714285714286,0.10526315789473684,0.03383458646616555,0.8981818181818181
2007-12-07,Orlando Magic,Indiana Pacers,214.5,8.5,-350.0,290.0,224,-6,4,3,0,0.7777777777777778,0.2564102564102564,0.03418803418803407,0.7520661157024794
2007-12-07,New Jersey Nets,Houston Rockets,186.5,4.0,185.0,-215.0,185,-7,2,2,0,0.3508771929824561,0.6825396825396826,0.03341687552213868,0.3395311236863379
2007-12-07,Philadelphia 76ers,New York Knicks,185.0,4.0,-175.0,155.0,191,11,2,2,1,0.6363636363636364,0.39215686274509803,0.028520499108734443,0.6187175043327556
2007-12-08,Charlotte Bobcats,Cleveland Cavaliers,179.0,6.0,-360.0,300.0,189,3,3,3,1,0.782608695652174,0.25,0.032608695652173836,0.7578947368421054
2007-12-08,Atlanta Hawks,Memphis Grizzlies,200.0,4.5,-190.0,160.0,164,8,2,1,1,0.6551724137931034,0.38461538461538464,0.039787798408488007,0.6301020408163266
2007-12-08,New York Knicks,Philadelphia 76ers,187.5,5.0,-200.0,170.0,182,-28,1,1,0,0.6666666666666666,0.37037037037037035,0.03703703703703698,0.6428571428571429
